PLUNo,Barcode,PLUName,UnitPrice,item_ClsCode,pkgUnitCd,qtyUnitCd,OrgnNatCd,BtchNo,TaxType,sftyQty,TypeCode,isrcAplcbYn,AddInfo,changeqty,Stocks,UseYorN
320,320,OPTILAIT-2 Pwd 400g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
321,321,OPTILAIT-3 Pwd 400g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
322,322,Pharmasal Spray 150ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
323,323,Protector Antiseptic 125ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
324,324,Protector Antiseptic 250ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
325,325,Protector Hand Wash Coral Fresh 500ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
326,326,Protector Hand Wash Liquid Aloe Fresh 500ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
327,327,Protector Hand Wash Liquid Cotton 500ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
328,328,Protector Hand Wash Liquid Pink English Rose 500ml,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
329,329,ROBERTS ANTISEPTIC 125ML ORIG(NEW) X48 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
330,330,ROBERTS ANTISEPTIC 250ML (NEW) X36 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
331,331,ROBERTS ANTISEPTIC 500ML (NEW) X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
332,332,ROBERTS ANTISEPTIC 50ML *48,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
333,333,ROBERTS ASL 125ML ORIG(REFRESH)*48,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
334,334,ROBERTS ASL 250ML ORIG (REFRESH)*36,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
335,335,ROBERTS ASL 500ML ORIG(REFRESH)*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
336,336,ROBERTS ASL 50ML+IL SOAP 75GX48 -TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
337,337,Relax Lemon Sachets 10x5g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
338,338,STRAWBERRY SAUCE 10*650gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
339,339,Services,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
340,340,Shalina Glucose Powder 10g 288pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
341,341,Shuggy Ad Pants Ex Large 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
342,342,Shuggy Ad Pants Large 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
343,343,Shuggy Ad Pants Medium 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
344,344,Shuggy Diaper Adult Ex Large 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
345,345,Shuggy Diaper Adult Large 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
346,346,Shuggy Diaper Adult Medium 10pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
347,347,Sonacare Sanitary Pad Ultra 8pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
348,348,Sonacare Ultra Soft Sanitary Pad 10+2pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
349,349,Sonadol Extra Tab 10 x 10T,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
350,350,Sonadol Tab 10 x 10T (Blue),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
351,351,Sonamoja Advance Tab 50 x 2T,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
352,352,Sonamoja Tab 50 x 2T,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
353,353,Sonaplast 100pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
354,354,VENUS 200ML INTENSIVE SOOTHING CREAM X6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
355,355,VENUS 200ML SERUM X6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
356,356,VENUS ALOE STYLING GEL 110G X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
357,357,VENUS BD LOT 125ML DEEP HYDRATING *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
358,358,VENUS BD LOT 125ML DEEP HYDRATINGX24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
359,359,VENUS BD LOT 125ML FIRMING *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
360,360,VENUS BD LOT 125ML FIRMING X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
361,361,VENUS BD LOT 125ML RADIANCE *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
362,362,VENUS BD LOT 125ML RADIANCE X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
363,363,VENUS BD LOT 125ML SOOTHING X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
364,364,VENUS BD LOT 125ML SOOTHING*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
365,365,VENUS BD LOT 200ML DEEP HYDRATING X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
366,366,VENUS BD LOT 200ML DEEP- HYDRATING *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
367,367,VENUS BD LOT 200ML FIRMING *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
368,368,VENUS BD LOT 200ML FIRMING X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
369,369,VENUS BD LOT 200ML RADIANCE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
370,370,VENUS BD LOT 200ML RADIANCE X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
371,371,VENUS BD LOT 200ML SOOTHING *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
372,372,VENUS BD LOT 200ML SOOTHING X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
373,373,VENUS BD LOT 400ML FIRMING + 125ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
374,374,VENUS BD LOT 400ML FIRMING +125ML X6 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
375,375,VENUS BD LOT 400ML HYDRATING + 125ML X6 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
376,376,VENUS BD LOT 400ML HYDRATING +125ML *6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
377,377,VENUS BD LOT 400ML NOURISHING X 6 TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
378,378,VENUS BD LOT 400ML RADIANCE +125ML X6 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
379,379,VENUS BD LOT 400ML RADIANCE +125ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
380,380,VENUS BD LOT 400ML SOOTHING +125ML X6 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
381,381,VENUS BD LOT 400ML SOOTHING +125ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
382,382,VENUS BD LOT NOURISHING + 125ML LVN TRT * 6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
383,383,VENUS BD LOT SMOOTHING + 125ML LVN TRT * 6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
384,384,VENUS BD SCRUB HIMALAYAN SALT 350G X6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
385,385,VENUS CURL M.SEAL 210G+50ML BD LOT *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
386,386,VENUS CURL M.SEAL 210G+50ML BD LOT *12- FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
387,387,VENUS H/GEL 50G CURL MOISTURE SEAL *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
388,388,VENUS H/GEL 50G CURL MOISTURE SEAL X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
389,389,VENUS HAIR FOOD 100ML ANTIDANDRUFF X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
390,390,VENUS HAIR FOOD 100ML MOISTURE SEAL X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
391,391,VENUS HAIR FOOD 210ML ANTIDANDRUFF SOOTHING X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
392,392,VENUS HAIR FOOD 50ML ANTIDANDRUFF X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
393,393,VENUS HAIR GEL 50G MOISTURE SEAL X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
394,394,VENUS HAIR TREATMENT WSH ANTDANDRUFF SOOTH 225MLX12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
395,395,VENUS HAIR TREATMENT LEAVE IN 50ML ANTI-DANDRUFF X48 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
396,396,VENUS HAIR TREATMENT LEAVE IN AD 125ML X 24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
397,397,VENUS HAIR TREATMENT LEAVE IN MOISTURE SEAL 125MLX24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
398,398,VENUS HAIR TREATMENT LEAVE-IN 200ML ANTIDANDRUFF X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
399,399,VENUS HAIR TREATMENT WASH ANTDANDRUFF SOOTHNG 100MLX24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
400,400,VENUS HAIR TREATMENT WASH MOISTURE SEAL 225MLX12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
401,401,VENUS HAIRGEL 110G CURL MOISTURE SEAL X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
402,402,VENUS HR BRAID SPRAY ANTI-DAND 250ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
403,403,VENUS HR FOOD 100ML ANTIBREAKAGE *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
404,404,VENUS HR FOOD 100ML MOISTURISING *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
405,405,VENUS HR FOOD 210ML ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
406,406,VENUS HR FOOD 210ML ANTIBREAKAGE *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
407,407,VENUS HR FOOD 210ML ANTIDANDRUFF *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
408,408,VENUS HR FOOD 210ML ANTIDANDRUFF *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
409,409,VENUS HR FOOD 210ML MOISTURISING *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
410,410,VENUS HR FOOD 210ML MOISTURISING *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
411,411,VENUS HR FOOD 400ML ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
412,412,VENUS HR FOOD 50ML ANTIBREAKAGE *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
413,413,VENUS HR FOOD ANTIDANDRUFF 100ML*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
414,414,VENUS HR FOOD ANTIDANDRUFF 100ML*24 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
415,415,VENUS HR FOOD ANTIDANDRUFF 50ML *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
416,416,VENUS HR FOOD MOISTURE SEAL 100ML X24 -TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
417,417,VENUS HR FOOD MOISTURE SEAL 400ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
418,418,Germol Fresh Soap 125g (bkc),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
419,419,Germol Soap ORIGINAL 125g Black Currant Csd 1.25 Ltr (1x6) Grip,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
420,420,VENUS HR GEL CURL MOISTURE SEAL 110G X24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
421,421,VENUS HR GEL CURL MOISTURE SEAL 110G*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
422,422,VENUS HR GEL CURL MOISTURE SEAL 450G*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
423,423,VENUS HR MOUSSE MOISTURE SEAL 250ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
424,424,VENUS HR SHMP 1L NEUT ANTIBREAKAGE *6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
425,425,VENUS HR SHMP 1L NEUT ANTIBREAKAGE *6 - F0C,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
426,426,VENUS HR SHMP 1L REGULAR ANTIBREAKAGE *6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
427,427,VENUS HR SHMP 1L REGULAR ANTIBREAKAGE *6- FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
428,428,VENUS HR SHMP 250ML NEUT ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
429,429,VENUS HR SHMP 250ML NEUT ANTIBREAKAGE *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
430,430,VENUS HR SHMP 450ML REG ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
431,431,VENUS HR SHMP 450ML REG ANTIBREAKAGE *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
432,432,VENUS HR STYLING GEL ALMOND 210G *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
433,433,VENUS HR STYLING GEL ALOE VERA 110G*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
434,434,VENUS HR STYLING GEL ALOE VERA 210G *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
435,435,VENUS HR STYLING GEL COCNUT OIL 210G*12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
436,436,VENUS HR TEXTURIZER MOISTRESEAL 225ML*12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
437,437,VENUS HR TRT LVE 450ML ANTIDANDRUFF *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
438,438,VENUS HR TRT LVE 450ML ANTIDANDRUFF *6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
439,439,VENUS HR TRT LVE ANTIDANDRUFF 125ML *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
440,440,VENUS HR TRT LVE MOISTURE SEAL 450ML*6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
441,441,VENUS HR TRT MOISTURE SEAL 125ML *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
442,442,VENUS HR TRT SCLP 100ML ANTIDANDRUFF *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
443,443,VENUS HR TRT SCLP 425ML ANTIDANDRUFF *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
444,444,VENUS HR TRT SCLP 425ML ANTIDANDRUFF *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
445,445,VENUS HR TRT WSH 100ML ANTIBREAKAGE*24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
446,446,VENUS HR TRT WSH 100ML ANTIBREAKAGE*24 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
447,447,VENUS HR TRT WSH 100ML MOISTURISING *24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
448,448,VENUS HR TRT WSH 100ML MOISTURISING *24 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
449,449,VENUS HR TRT WSH 225ML ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
450,450,VENUS HR TRT WSH 225ML ANTIBREAKAGE *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
451,451,VENUS HR TRT WSH 225ML MOISTURISING *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
452,452,VENUS HR TRT WSH 225ML MOISTURISING *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
453,453,VENUS HR TRT WSH 425ML ANTIBREAKAGE *12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
454,454,VENUS HR TRT WSH 425ML ANTIBREAKAGE *12 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
455,455,VENUS HR TRT WSH MOISTURE SEAL 100ML X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
456,456,VENUS PURE GLYCERINE 100ML X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
457,457,VENUS PURE GLYCERINE 50ML X36 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
458,458,VENUS SCENTED GLYCERINE 100MLx24 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
459,459,VENUS SCENTED GLYCERINE 50MLx36 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
460,460,VENUS STYLING GEL 210ML ALOE VERA X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
461,461,VENUS STYLING GEL 210ML COCNUT OIL X12 - TME,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
462,462,WHITE COMPOUND CHOCOLATE 20*500gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
463,463,WHITE COMPOUND CHOCOLATE 4*2.5Kgs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
464,464,D/Land chocolate spread 12*275gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
465,465,D/land Drinking Chocolate 24*100gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
466,466,BLUEBERRY SAUCE 10x650gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
467,467,CHOCOLATE SAUCE 10x650gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
468,468,STRAWBERRY SAUCE 10x650gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
469,469,Cherish Desire Classic Condoms 24 X3,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
470,470,Germol Fresh Soap 125g (bkc,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
471,471,Germol Cool Soap 125g (bkc),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
